t0,t1,t2,t3,t4,t5,t6,t7,t8,t9
5.1580305,3.065907,0.2007932,0.66368425,3.999828,3.475473,4.0363026,3.9353538,0.4254794,4.5506706
2.4018898,3.703734,0.25358924,3.5676827,2.758812,0.6933533,1.034009,0.4436214,5.1384907,3.1848102
4.0781693,5.7093163,1.7304618,1.9565445,4.291311,1.7131459,1.4154754,2.214146,5.1501894,0.87587726
0.90387636,2.6385317,3.3663003,1.7648258,0.04360521,3.11341,2.6223776,5.162301,0.94544375,2.374864
0.58908236,0.8881168,0.68395597,3.050007,0.67630374,0.88294613,0.667108,0.97447526,5.0657363,3.1770406
3.7214289,4.5770197,2.0841508,0.7547134,2.9901648,0.48746347,0.009379539,2.0224195,0.6765562,1.966047
0.5001573,6.8995924,0.8334036,0.57820696,1.6335053,0.87672204,3.4768589,2.4948673,3.261096,0.42168966
4.2708144,0.37019044,0.5907926,2.5070195,3.0737267,2.3753178,3.9874783,3.0885823,5.016955,1.8635087
3.4381943,0.78403616,0.08745016,0.24497157,5.1959066,0.73586094,0.13819094,1.3065022,1.8547778,4.2403016
4.9730835,1.1050817,2.2784872,0.5571196,2.1737483,0.972723,1.9482747,0.979591,1.3446583,4.57113
3.3798974,8.291782,1.447521,2.1881733,1.4678307,7.755809,3.4686728,0.7290132,5.839697,0.4149261
0.5466994,4.259983,5.6494575,0.09477678,4.207176,0.65441936,4.506637,3.3072538,1.3709431,0.3020649
3.4198086,4.6514745,1.5903764,0.16404164,0.15477675,1.5733806,3.4028912,1.8136902,0.55504817,1.099751
0.016094994,5.7765746,2.9922144,1.1986861,1.2182564,0.34389842,3.5306203,0.60356176,1.1339891,0.8988499
0.9020424,3.135563,4.2828693,1.1190664,6.089052,1.1160609,0.83956444,0.3984707,0.08802852,4.3971734
1.4317533,1.7041299,1.441814,2.3391933,2.621753,1.9205947,1.8987248,0.3251893,0.002118244,2.3545513
0.27535823,2.637794,1.8602747,1.1112568,3.6496732,4.310077,2.0509896,0.68570757,1.4983094,0.48412755
5.285616,3.1572852,1.6411848,0.003630897,2.6603425,1.928292,1.9562039,4.1370525,1.1696733,2.129391
0.061133318,3.6802073,1.4734166,1.3854005,9.893187,2.5695286,0.6584364,3.6443744,3.0333314,3.1718295
1.7750483,1.6842206,1.0262547,0.012756402,3.880299,1.211283,1.6171432,3.1981351,2.6023607,1.2920873
1.6689639,5.426483,0.90251243,2.8942657,1.1793331,2.4358034,0.45704174,4.046874,5.5078673,0.63616943
1.6053025,1.0503511,2.45977,3.4258175,3.0281014,4.506175,2.788502,0.75824845,9.005649,4.226651
3.9108446,3.0787377,6.8834457,0.9321598,0.13041335,2.6945257,0.08592398,5.0414753,2.0922966,1.3345053
4.7378087,3.8589516,1.7588754,0.9913782,1.190597,2.041145,3.177402,1.7469165,6.952988,1.7841253
0.017533096,0.586864,1.7740557,3.0020442,2.1714466,1.4322461,0.97545844,4.049215,0.21457346,3.2372422
2.938163,0.0803303,0.41842222,2.6008081,1.2004163,5.3632383,2.9691577,2.2816234,0.5238223,2.2561822
1.475334,1.0958503,4.5615463,4.0056734,4.176835,2.4405882,2.7455158,8.115289,1.1323116,3.1119537
0.5439218,1.6936741,1.3299698,1.5203387,1.9549463,1.9132522,4.895361,5.353033,0.4543706,6.986282
1.0204039,1.7312025,5.430384,0.18412074,6.2388086,1.5021415,2.74037,1.3408296,3.0084581,3.9847126
2.200605,3.9635525,1.5937111,0.95290077,3.301283,4.4918613,3.495325,2.516077,1.748472,1.8109585
1.3753309,5.633444,3.1337435,1.4878335,0.8069966,0.5654124,0.8020706,3.2529516,0.9619401,1.1263101
1.1859936,2.4349396,1.8782842,6.7313004,0.89020747,0.50578964,1.8986843,0.64133584,2.7549253,7.5000296
0.34590235,3.1259823,0.59894496,4.7628613,1.242861,1.0850275,2.5955782,2.298894,0.19768327,2.1448998
1.7695546,1.9186052,0.49853566,1.754355,1.6791673,7.5351286,0.013480372,0.28896233,3.8417077,0.25825843
2.0458872,1.5592957,0.39640737,3.928368,0.32178697,3.148684,0.43179852,6.150737,0.60573125,2.7935936
1.2056937,1.6332632,2.1718252,2.3067276,0.5964274,1.6872241,5.719864,0.6935598,1.1282399,0.109831795
1.2798718,0.8079207,5.0632763,3.4217024,0.41105396,1.7632717,0.99828655,4.487943,0.15579149,0.935731
6.225258,1.8424358,0.49451986,2.136809,4.3086443,3.5581036,5.2281213,7.0297966,3.410884,1.9006686
3.9029536,2.0089424,1.1898708,1.0808446,1.0639851,0.39722246,2.0608878,4.958342,0.8207238,2.7670646
1.3776615,3.6003227,0.5666505,0.6532879,1.6725621,0.14566949,6.1242104,3.7100644,2.7547302,0.9143734
0.08525229,0.73526174,2.7634354,2.0200171,1.3740435,1.8858659,1.5584815,0.002008944,0.08146547,4.427085
1.1553099,6.508276,7.953393,0.9996257,8.611891,0.6846005,0.33674347,0.7857778,0.3750679,0.76448226
1.0942113,3.1627192,2.5183203,2.2706842,3.5667262,4.1076117,6.783215,2.4749603,2.3325143,2.3489447
4.2005725,4.8637457,0.37702107,1.956822,3.384455,2.8274229,0.8550379,2.2153628,2.5332532,5.8095827
4.795882,3.314739,5.7571645,0.49178034,2.8093135,0.8509921,0.6679779,0.08817246,1.5901821,2.3240888
0.29281485,4.7851195,1.5265837,2.2746024,1.7673451,1.8345575,0.07243385,1.0530328,1.5679228,1.5346408
0.79597664,7.4852543,0.36525595,4.0345535,0.70271206,2.6621664,1.681293,3.6481657,2.155421,4.0652614
5.4663687,3.273277,4.205783,2.7675512,3.4988227,1.7070991,0.40837124,3.5845246,4.3313847,0.82060707
