h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,average,water_level
0.8286047,1.2684169,0.047648314,2.9860559,5.968039,2.0042107,2.995131,2.9699655,0.504032,1.0300081,2.0602114,4.0165567
1.8645505,1.0950228,0.5745955,2.3043842,4.589669,2.6495411,3.1386313,0.82466257,2.6462336,0.21598399,1.9903275,3.8086076
0.7764571,0.16931555,2.4231994,1.2391827,1.013268,0.6550871,3.6187227,0.035869017,0.84693485,1.788656,1.2566693,2.5312166
4.9766483,3.9837294,2.3704727,5.2600827,1.4577713,3.3637426,2.7521458,2.0798862,2.3915615,0.37256277,2.9008603,5.056762
2.7922235,5.9466643,0.844679,1.589386,2.8469048,2.423199,4.2129326,0.76683986,2.1350667,2.5978596,2.6155756,4.911899
2.02266,4.9508224,0.5916909,3.8218927,0.17075884,3.4606848,0.2703182,2.036165,0.994928,1.3595607,1.9679482,3.5104911
2.3642273,2.9149828,0.9302492,0.86416435,1.5292257,0.20153882,0.33745608,1.1371703,5.3515277,1.0728912,1.6703434,3.3499632
7.2716117,1.8038983,1.5477989,1.2544138,1.8062828,1.521266,3.2611694,0.20543528,4.1257877,7.6630054,3.0460668,6.2956047
3.5829973,1.4920766,1.4513574,1.2825092,1.9815599,3.1175475,2.8830976,1.8256922,1.6819571,6.095111,2.5393906,5.3433447
0.5656613,2.0010276,1.7604865,0.96582896,0.3754477,2.4664612,0.6747075,3.3647685,1.8781886,0.8644712,1.491705,3.0143847
2.361145,1.6616917,1.7464533,3.1022122,1.6788683,7.091656,0.38592026,0.16222984,3.5749176,2.2545872,2.4019682,4.6928916
2.2410467,1.120976,0.64754814,1.3603696,0.11762106,1.4029936,1.0747194,1.6018127,1.7224481,0.6010102,1.1890546,2.2816675
3.46636,1.7390109,0.78663754,0.7578217,3.2469382,2.741306,0.5797906,3.2362854,2.0670638,3.8880548,2.250927,4.6136503
0.37663192,2.0491805,0.767902,0.029881492,1.1820908,0.6820437,3.5850544,3.1759272,1.1736416,0.8655204,1.3887875,2.899347
2.0319996,1.1941736,3.7386339,2.9696298,8.244136,0.43724215,1.8013766,3.656986,6.3458824,0.027449656,3.044751,5.9510126
1.1024625,1.5431439,2.2078378,0.68166655,4.2615232,0.18316588,3.5327554,1.743371,5.9766026,4.921262,2.6153789,5.830179
2.374671,6.3302746,0.8337823,3.6215405,0.9044128,0.30532882,1.8654487,6.8925533,2.954356,0.8665668,2.6948936,5.1513424
4.830311,3.6220717,1.0999562,5.578141,6.432657,3.218491,1.3277125,8.19406,0.44367766,0.66099346,3.5408065,6.4489703
3.33287,1.6757681,2.8869343,6.845999,2.3123608,2.8180091,0.17856625,2.5677054,5.0096116,0.79234046,2.8420167,5.3270907
4.011878,1.392597,0.32653254,1.9749756,0.2852623,3.1276903,3.8900523,5.1892424,3.4687872,2.686907,2.6353927,5.5283957
2.3269525,0.806548,0.2964827,0.81569576,3.9391594,0.05833547,1.0789001,4.662578,0.26114494,2.9719086,1.7217705,3.5875363
7.1035156,0.8447931,1.6944501,0.41302288,1.6305352,0.04036328,1.8154902,3.2322917,3.6693656,1.2849175,2.1728747,4.0991826
4.603401,0.52848685,0.8352465,7.5035286,0.7041763,1.2084752,2.5671234,4.326019,0.13103743,1.52687,2.3934364,4.3881383
2.2635756,3.146885,3.4162354,1.4942037,5.719005,2.3602448,1.1107833,7.0089874,1.3236489,2.4939702,3.0337539,5.9272523
0.48008734,0.12251761,2.150108,4.5003757,0.46289733,2.6351717,1.1144152,2.3338761,0.26027003,0.39636093,1.445608,2.69836
3.4331474,2.1345696,2.7630768,0.66675615,7.7784934,1.5775062,2.351348,0.4221099,5.564243,1.4936182,2.8184867,5.433134
3.3500805,1.0875604,0.4998734,0.57190055,2.8253055,4.6015186,1.5065156,1.8233261,1.6327498,0.3583656,1.8257196,3.4198265
0.5166117,0.24130096,1.4660642,1.3108594,0.022462219,4.9139833,4.517234,5.519059,5.5971527,0.6287222,2.4733448,5.5106597
3.6346154,4.689066,1.2156963,1.4124796,5.968753,2.7134976,3.5496361,4.5704393,3.8018556,1.5482714,3.310431,6.396967
0.9292146,2.6783106,3.054781,1.5427818,1.3931843,0.2646745,1.242724,3.476987,2.4166334,2.1591077,1.9158398,3.8539822
1.1162751,3.8832593,0.60145056,1.4390991,1.647167,2.0077806,1.3320835,6.500392,1.3972144,2.3546925,2.2279415,4.588525
3.0764937,0.77494586,1.8564973,1.0419178,5.0698466,0.6529379,0.83426666,2.2237146,3.2878385,1.715555,2.0534015,4.041973
5.564413,0.9125706,0.07715366,2.3122213,2.0614252,5.906455,2.2390845,2.9270275,3.2379422,0.85392344,2.6092217,5.003413
3.9862094,0.22448957,0.8126447,2.1847749,0.93835866,4.2874637,1.1192362,2.3528209,6.419608,0.33919835,2.2664807,4.6189165
0.55092907,0.36362106,2.1825802,5.678459,1.5128807,3.8509533,1.0692861,1.23301,2.691608,0.09171541,1.9225042,3.643205
1.8831142,1.1831874,1.8867118,1.1947558,4.0168524,0.0622307,0.33501703,2.5185986,0.33524668,0.98193717,1.4397652,2.6270766
1.4526676,4.3015547,5.489704,2.5548797,1.9110372,4.5913677,0.19453593,0.72901607,1.728899,0.7507473,2.370441,4.07336
1.5597671,1.4404186,2.8708124,1.7054422,6.3113523,0.67877626,3.733862,4.870014,2.6417816,1.7740762,2.7586303,5.548287
3.024826,0.40783924,4.484043,5.2446012,0.98402214,6.4712734,0.34280452,0.26844168,4.8047295,6.2023,3.2234883,6.6300287
5.1580305,3.065907,0.2007932,0.66368425,3.999828,3.475473,4.0363026,3.9353538,0.4254794,4.5506706,2.9511523,5.8417997
2.4018898,3.703734,0.25358924,3.5676827,2.758812,0.6933533,1.034009,0.4436214,5.1384907,3.1848102,2.3179994,4.664615
4.0781693,5.7093163,1.7304618,1.9565445,4.291311,1.7131459,1.4154754,2.214146,5.1501894,0.87587726,2.9134636,5.3698373
0.90387636,2.6385317,3.3663003,1.7648258,0.04360521,3.11341,2.6223776,5.162301,0.94544375,2.374864,2.2935538,4.6264114
0.58908236,0.8881168,0.68395597,3.050007,0.67630374,0.88294613,0.667108,0.97447526,5.0657363,3.1770406,1.6654772,3.7647185
3.7214289,4.5770197,2.0841508,0.7547134,2.9901648,0.48746347,0.009379539,2.0224195,0.6765562,1.966047,1.9289343,3.3346124
0.5001573,6.8995924,0.8334036,0.57820696,1.6335053,0.87672204,3.4768589,2.4948673,3.261096,0.42168966,2.09761,3.9964952
4.2708144,0.37019044,0.5907926,2.5070195,3.0737267,2.3753178,3.9874783,3.0885823,5.016955,1.8635087,2.7144384,5.576911
3.4381943,0.78403616,0.08745016,0.24497157,5.1959066,0.73586094,0.13819094,1.3065022,1.8547778,4.2403016,1.8026192,3.7383246
4.9730835,1.1050817,2.2784872,0.5571196,2.1737483,0.972723,1.9482747,0.979591,1.3446583,4.57113,2.0903897,4.1115327
3.3798974,8.291782,1.447521,2.1881733,1.4678307,7.755809,3.4686728,0.7290132,5.839697,0.4149261,3.4983323,6.4437456
0.5466994,4.259983,5.6494575,0.09477678,4.207176,0.65441936,4.506637,3.3072538,1.3709431,0.3020649,2.4899411,4.563558
3.4198086,4.6514745,1.5903764,0.16404164,0.15477675,1.5733806,3.4028912,1.8136902,0.55504817,1.099751,1.8425238,3.2543523
0.016094994,5.7765746,2.9922144,1.1986861,1.2182564,0.34389842,3.5306203,0.60356176,1.1339891,0.8988499,1.7712746,3.1464615
0.9020424,3.135563,4.2828693,1.1190664,6.089052,1.1160609,0.83956444,0.3984707,0.08802852,4.3971734,2.236789,4.2244205
1.4317533,1.7041299,1.441814,2.3391933,2.621753,1.9205947,1.8987248,0.3251893,0.0021182443,2.3545513,1.6039822,3.0099819
0.27535823,2.637794,1.8602747,1.1112568,3.6496732,4.310077,2.0509896,0.68570757,1.4983094,0.48412755,1.8563569,3.4765892
5.285616,3.1572852,1.6411848,0.003630897,2.6603425,1.928292,1.9562039,4.1370525,1.1696733,2.129391,2.4068673,4.496702
0.061133318,3.6802073,1.4734166,1.3854005,9.893187,2.5695286,0.6584364,3.6443744,3.0333314,3.1718295,2.9570844,5.9731045
1.7750483,1.6842206,1.0262547,0.012756402,3.880299,1.211283,1.6171432,3.1981351,2.6023607,1.2920873,1.8299587,3.7199774
1.6689639,5.426483,0.90251243,2.8942657,1.1793331,2.4358034,0.45704174,4.046874,5.5078673,0.63616943,2.5155315,4.935369
1.6053025,1.0503511,2.45977,3.4258175,3.0281014,4.506175,2.788502,0.75824845,9.005649,4.226651,3.285457,7.1383467
3.9108446,3.0787377,6.8834457,0.9321598,0.13041335,2.6945257,0.08592398,5.0414753,2.0922966,1.3345053,2.6184328,4.7510543
4.7378087,3.8589516,1.7588754,0.9913782,1.190597,2.041145,3.177402,1.7469165,6.952988,1.7841253,2.824019,5.604052
0.017533096,0.586864,1.7740557,3.0020442,2.1714466,1.4322461,0.97545844,4.049215,0.21457346,3.2372422,1.746068,3.703979
2.938163,0.0803303,0.41842222,2.6008081,1.2004163,5.3632383,2.9691577,2.2816234,0.5238223,2.2561822,2.0632164,4.116929
1.475334,1.0958503,4.5615463,4.0056734,4.176835,2.4405882,2.7455158,8.115289,1.1323116,3.1119537,3.2860894,6.638221
0.5439218,1.6936741,1.3299698,1.5203387,1.9549463,1.9132522,4.895361,5.353033,0.4543706,6.986282,2.664515,6.0280313
1.0204039,1.7312025,5.430384,0.18412074,6.2388086,1.5021415,2.74037,1.3408296,3.0084581,3.9847126,2.7181432,5.4844112
2.200605,3.9635525,1.5937111,0.95290077,3.301283,4.4918613,3.495325,2.516077,1.748472,1.8109585,2.6074748,5.0083795
1.3753309,5.633444,3.1337435,1.4878335,0.8069966,0.5654124,0.8020706,3.2529516,0.9619401,1.1263101,1.9146035,3.3919637
1.1859936,2.4349396,1.8782842,6.7313004,0.89020747,0.50578964,1.8986843,0.64133584,2.7549253,7.5000296,2.642149,5.6171694
0.34590235,3.1259823,0.59894496,4.7628613,1.242861,1.0850275,2.5955782,2.298894,0.19768327,2.1448998,1.8398634,3.5460517
1.7695546,1.9186052,0.49853566,1.754355,1.6791673,7.5351286,0.013480372,0.28896233,3.8417077,0.25825843,1.9557756,3.773176
2.0458872,1.5592957,0.39640737,3.928368,0.32178697,3.148684,0.43179852,6.150737,0.60573125,2.7935936,2.138229,4.3897896
1.2056937,1.6332632,2.1718252,2.3067276,0.5964274,1.6872241,5.719864,0.6935598,1.1282399,0.109831795,1.7252655,3.225248
1.2798718,0.8079207,5.0632763,3.4217024,0.41105396,1.7632717,0.99828655,4.487943,0.15579149,0.935731,1.932485,3.5767043
6.225258,1.8424358,0.49451986,2.136809,4.3086443,3.5581036,5.2281213,7.0297966,3.410884,1.9006686,3.613524,7.1794796
3.9029536,2.0089424,1.1898708,1.0808446,1.0639851,0.39722246,2.0608878,4.958342,0.8207238,2.7670646,2.0250838,4.030091
1.3776615,3.6003227,0.5666505,0.6532879,1.6725621,0.14566949,6.1242104,3.7100644,2.7547302,0.9143734,2.1519532,4.3944907
0.08525229,0.73526174,2.7634354,2.0200171,1.3740435,1.8858659,1.5584815,0.0020089438,0.08146547,4.427085,1.4932916,3.1294909
1.1553099,6.508276,7.953393,0.9996257,8.611891,0.6846005,0.33674347,0.7857778,0.3750679,0.76448226,2.8175168,4.5308776
1.0942113,3.1627192,2.5183203,2.2706842,3.5667262,4.1076117,6.783215,2.4749603,2.3325143,2.3489447,3.0659904,6.1186843
4.2005725,4.8637457,0.37702107,1.956822,3.384455,2.8274229,0.8550379,2.2153628,2.5332532,5.8095827,2.9023273,5.7906513
4.795882,3.314739,5.7571645,0.49178034,2.8093135,0.8509921,0.6679779,0.08817246,1.5901821,2.3240888,2.2690291,3.8492193
0.29281485,4.7851195,1.5265837,2.2746024,1.7673451,1.8345575,0.07243385,1.0530328,1.5679228,1.5346408,1.6709054,3.0633125
0.79597664,7.4852543,0.36525595,4.0345535,0.70271206,2.6621664,1.681293,3.6481657,2.155421,4.0652614,2.759606,5.459031
5.4663687,3.273277,4.205783,2.7675512,3.4988227,1.7070991,0.40837124,3.5845246,4.3313847,0.82060707,3.0063787,5.434588
7.809166,8.453056,2.2369049,1.7483937,1.9782629,3.0797157,0.8357354,6.2578716,1.7141979,4.2101145,3.8323417,6.984909
0.4429977,1.1003118,2.9539106,3.2930212,4.9482126,6.561964,4.182633,1.62994,2.3317988,2.5858548,3.0030646,6.026762
0.6547278,4.151385,1.0043311,0.09169535,3.8256903,6.232524,1.89423,2.5138645,3.0775137,3.7825277,2.722849,5.666218
2.0212355,2.0436687,3.1389713,0.08424802,3.9378915,0.55551076,4.2805977,0.66112214,0.23245496,3.3642018,2.0319903,3.9384494
1.2261149,2.2390413,1.638554,4.865698,3.7046819,1.6144118,3.4408278,0.9479404,1.6153326,3.8625948,2.5155196,4.994335
1.9415619,5.0841584,0.3898977,0.29853296,0.69037473,1.1956505,1.9469837,5.7636676,2.163217,0.060136296,1.9534184,3.771895
1.7159843,5.493452,1.5174408,4.6754217,0.008293019,0.78538424,1.450234,0.8812442,1.6339688,2.0386584,2.020008,3.6121507
0.35760283,0.8213648,4.81095,4.5502334,1.3179286,5.4383082,1.8307724,0.7276201,0.12112291,0.25361758,2.022952,3.5532863
3.0794792,1.951585,2.193486,6.7631483,2.9233208,3.3479755,2.2366889,2.0139792,0.65022016,3.8596182,2.9019501,5.4917946
0.24091154,1.3160732,1.2618421,0.5511091,5.528261,3.03796,0.41186205,1.411827,1.447263,0.48647398,1.5693582,3.0140107
3.6689553,3.1137452,0.7463296,1.9495058,2.8648157,6.212826,0.33290067,4.0030727,2.8364322,7.517271,3.3245854,7.043376
0.61112875,1.8199811,0.38162827,1.1649996,2.1215167,0.8980268,1.7145658,0.65436125,1.4925654,1.049519,1.1908293,2.3509727
0.029106408,0.36490488,1.4627696,1.5772653,0.4206343,1.290262,0.54060256,4.4144683,6.3209753,1.5195878,1.7940576,4.1938267
2.7501788,0.09862828,1.2792944,1.2143105,1.1900578,0.24740513,2.7812471,5.4943705,0.13731213,4.1603193,1.9353123,4.1976175
3.7014647,4.9100094,3.9278562,1.4699762,1.8969071,4.5954504,0.88773125,3.079412,2.9229217,1.7722249,2.9163954,5.366106
1.9094968,3.2914038,5.00714,2.6456232,2.4898348,5.432696,0.5007658,7.834234,3.464683,2.4906774,3.5066555,6.9935417
4.5223203,0.37419418,4.1345844,0.37650794,4.129258,2.1295197,0.24667566,2.3037245,3.468752,5.00784,2.6693375,5.4305377
4.2635784,4.5746856,4.1842756,2.275896,3.257051,0.7774787,4.441744,2.6225264,1.5187923,0.9138717,2.8829901,5.0724907
0.22905846,1.6009474,1.1499937,2.6035247,2.5480042,3.046023,3.98517,2.6300452,1.9522407,3.4871879,2.3232195,4.9483056
3.2638729,4.3350034,2.3965256,1.3251696,0.68606365,1.7400466,3.884905,1.5283445,6.158402,3.4757924,2.8794124,5.8848705
0.9843709,4.24104,4.9019403,2.9914145,6.034727,1.4508553,4.521955,1.7190281,2.071385,2.3918962,3.1308613,5.8805246
6.557415,0.15898228,1.7653923,0.42102337,1.8090332,2.8972225,1.8891996,0.079888,0.8035376,6.302743,2.2684436,4.534197
0.72428894,1.332098,3.5942435,5.61516,1.4169184,0.8064653,3.4213192,0.35888794,4.097899,2.282164,2.3649445,4.703454
0.9605422,0.08204828,2.3399568,0.8980024,2.386235,2.0706367,1.6364241,3.2063875,3.8742146,0.7806065,1.8235054,3.8487
2.1446238,5.2639313,0.15313655,1.0950527,0.7856773,2.3405123,3.1898782,5.3634033,1.6168997,6.102432,2.8055549,5.993695
0.022672702,4.4844027,1.5277479,1.6160312,0.009256873,2.8785005,3.072981,4.411602,1.3869755,0.33974162,1.9749911,3.8473148
0.38046753,0.77827674,1.330761,2.1517854,2.4297287,4.1284122,2.8998766,1.0005908,6.229392,2.6078367,2.393713,5.2633886
1.1856167,5.6486,2.8740387,0.902531,1.2237064,0.19517863,2.7686584,3.1521068,2.9868217,5.9110403,2.6848297,5.629961
4.684327,0.27261004,0.7252971,2.1116548,1.0896615,4.649962,1.6495512,1.3104053,6.0780244,0.3324087,2.2903903,4.548641
1.9881202,4.8468823,4.3858304,0.36855358,0.7657256,3.1263804,2.9084322,0.6791377,3.9784303,1.0594236,2.4106915,4.489196
0.050270665,2.111247,2.007485,3.115815,0.99544597,2.591746,3.5903184,3.40057,1.1144924,0.2929983,1.9270389,3.7501304
2.9533253,3.508931,2.467136,3.5288322,3.3205366,0.34139588,0.030552737,0.99505544,2.2326555,2.0757904,2.1454213,3.842468
2.3236783,1.888422,5.2049785,0.6193593,5.317036,3.3053327,2.8057976,2.9900942,3.5430102,0.6171001,2.861481,5.4339957
3.2517939,1.8048127,0.963423,4.154157,1.0376358,4.944407,0.05157981,2.0437527,3.517637,0.5531194,2.2322319,4.1921964
1.8617023,1.2155315,2.815494,5.6521387,1.4368489,3.3692164,1.6328598,1.6145997,5.852441,4.497995,2.9948828,6.2751865
5.738641,4.3160915,3.645539,5.2303095,6.0437403,0.26803732,3.128078,2.4872136,8.183769,3.5070977,4.254852,8.254974
0.29163036,0.015793797,4.4655533,0.45149204,0.81917274,2.0504434,2.1060185,3.4779706,3.8827753,1.102215,1.8663065,3.9821248
2.6131651,0.8939222,2.1215992,6.4537125,3.1258535,2.4499059,1.3269947,5.377087,2.5802686,1.1731044,2.8115613,5.433916
1.7281184,4.2635527,0.616597,1.2663715,1.2442577,4.101361,0.69424444,2.6754513,2.1964304,2.8155036,2.160189,4.309164
1.7757127,4.7237744,4.0690923,0.8593023,2.5501752,2.9742215,0.20912006,3.8084416,0.7100286,1.875534,2.3555403,4.3000097
1.9574285,2.444837,1.8552958,1.0060997,2.221328,2.9822984,2.1105268,0.75215816,4.002967,1.4000089,2.0732949,4.0955076
4.0231543,1.1323417,1.1901581,3.7307618,0.49766314,3.7671666,3.8998568,4.638111,2.036214,1.9332697,2.6848698,5.318774
1.7011032,1.3344486,1.9158823,1.6342152,2.5181966,1.0014129,1.8360696,0.7009609,0.0739964,2.735076,1.5451362,2.9610808
2.4293857,3.5483513,1.1805398,2.9636831,0.8831958,0.72648466,0.045372132,4.078967,1.7009242,3.0625055,2.061941,4.061056
8.314358,3.2212393,4.0232334,5.086202,0.9330548,0.70941025,5.0719485,1.3627914,0.3205076,1.4557338,3.049848,5.0391035
1.1514658,4.7732935,0.5455387,0.3292374,0.43499494,0.17111832,0.67545706,0.28883612,0.38697666,0.6606242,0.9417542,1.5123439
0.56547964,0.5254909,2.3936985,2.0152128,4.8844953,1.8523132,3.0779734,2.7779894,1.3552582,0.07658384,1.9524496,3.7653081
3.7979689,2.866417,3.997967,1.1863823,2.775838,6.776403,2.8504272,1.8476317,2.4450905,5.5363235,3.4080448,6.79337
3.7065673,7.995886,0.61843723,4.8712974,4.496729,3.5126925,6.353835,0.3954602,0.8253906,2.1356254,3.4911919,6.1659784
1.3641255,2.1613998,3.4797,1.9760268,3.1530056,2.560892,5.724207,1.5882196,4.114507,1.0397828,2.7161868,5.3752904
1.8339225,2.6812725,3.487588,7.009347,9.54381,2.6833339,2.4412498,3.9423888,4.826129,3.5745814,4.2023625,8.263506
0.64353037,5.772928,5.142831,3.000072,0.6388841,0.59754145,0.75819767,7.406374,6.3545794,4.1973796,3.4512317,7.207867
0.11067887,7.910536,1.0219876,3.273919,1.2850482,2.073185,4.586009,3.932888,0.4380508,0.94057256,2.5572877,4.6978483
4.1258845,1.4027001,3.0882492,0.9571949,2.7534623,1.9789791,5.1153283,3.8264701,0.5770427,3.4393137,2.7264626,5.3698583
0.9099342,0.38613805,1.8115921,0.77940786,0.87994194,0.36563054,4.6987333,3.3452954,4.2899947,4.357169,2.1823838,5.073646
4.119808,4.092987,0.59707534,2.9591446,0.010788883,3.1158323,0.3202277,2.3223433,1.1329496,4.8691797,2.3540337,4.581069
3.6504729,3.0310206,3.4163604,1.8930176,3.262659,2.3848705,3.2594671,4.1173773,4.9917874,5.599683,3.5606716,7.396165
1.4288086,3.4764369,0.61073226,4.1007953,0.00032278872,3.0734334,6.9170938,6.049119,0.6889059,1.9575403,2.830319,5.717417
2.0964057,2.278364,0.63051957,4.2434516,2.9074378,0.6605875,5.920669,0.14990808,2.0670264,1.8864155,2.2840786,4.405268
1.5223457,4.596712,4.170195,4.071218,0.5441375,2.7615547,0.264013,0.6650439,3.042205,1.979466,2.361689,4.2925467
10.280552,1.4485297,1.7722409,1.7249408,2.4113107,3.9341033,3.877102,0.11020694,2.9835901,0.24743503,2.8790011,4.867249
0.27916256,1.7489586,0.3992374,2.837778,0.034054145,1.5942117,1.0966848,4.651805,2.106312,2.2299078,1.6978111,3.6957579
1.8872514,0.16839387,6.061622,1.545078,3.2697825,2.0535724,1.9608124,6.069742,0.060294725,5.874642,2.8951192,6.0230923
1.9595301,1.4909778,2.055665,1.6948375,7.323552,3.1832922,0.94304395,3.8233314,4.993824,1.5074549,2.897551,5.8452654
1.172019,0.4677255,6.849558,4.550379,7.6958356,1.0517223,0.86806566,0.4580587,0.4845426,1.2135628,2.4811468,4.2712893
4.498847,0.17211586,1.5144027,1.9257927,5.828872,3.457507,2.5190957,2.7373533,0.28948694,1.9584471,2.490192,4.664351
0.80126846,0.48079985,8.171952,4.9472356,1.5954118,0.29088357,1.7514,4.8933144,0.7050836,2.2612965,2.5898647,4.897299
0.8547444,1.2142056,0.66671723,2.101829,2.887567,3.8353434,1.5694115,3.842095,5.004111,1.3229686,2.3298993,4.9782066
7.3160377,5.0488644,0.33715066,0.025264557,3.6117158,1.0054797,0.25706396,0.001880022,3.676753,1.3547163,2.263493,3.8482592
0.75467616,4.8066034,2.8982937,4.0392957,4.136878,3.9278579,0.5461934,1.7897834,1.8811415,1.2613492,2.6042073,4.714945
1.2040805,3.5640714,1.417831,3.1524858,1.7580138,3.423429,1.9566767,0.7858971,0.17758703,0.7980833,1.8238156,3.1977935
0.78935647,2.8704455,0.55130136,0.08197336,3.9538455,0.062189005,1.333571,5.96084,4.3295665,1.2394235,2.1172512,4.5482073
0.51474047,2.0028446,4.46214,0.9806326,1.9048963,1.2512579,3.8944895,0.5475903,2.2576857,3.1445765,2.0960853,4.2365556
2.0619802,5.879042,4.972985,1.9519839,0.16849303,0.583971,5.288819,1.6105539,1.4686239,0.48913693,2.4475589,4.259744
0.22718346,1.4288236,1.425689,4.3713646,0.8092963,4.4474688,1.6412287,0.82532537,1.1835276,2.6189752,1.8978882,3.7959256
3.8651698,1.5263264,1.1681609,2.759144,1.2731212,3.9929085,0.8393495,2.8011107,0.6834106,4.9098377,2.381854,4.7870207
4.100376,3.064122,4.8028092,2.1645489,2.262267,2.3895855,1.216285,2.9133363,3.2818902,2.0688684,2.8264089,5.2583303
0.6404462,4.34227,0.8214349,0.48728156,1.9085655,1.116832,3.6862545,2.0780675,0.37472084,0.7108415,1.6166713,3.0142572
4.5058675,4.722345,0.1612038,1.2323672,2.4368258,4.575639,0.44819272,3.7700477,1.3073348,1.0934718,2.4253297,4.380616
0.75783616,0.29086685,4.0899234,1.64297,0.86631036,0.8131261,4.968332,1.5045528,1.6329464,2.82424,1.9391104,4.0283046
7.1282887,5.052978,0.43858844,0.42000037,7.1856594,0.55757934,0.37693942,4.673901,0.98412335,4.3791723,3.119723,5.791256
3.8636963,2.547439,0.74837804,5.7477655,0.6292521,3.5792477,2.1001873,5.3471575,0.4181359,2.157364,2.7138624,5.136552
0.14175259,3.8366637,2.4283884,0.5156907,2.3537517,3.3565786,1.2808887,0.62186366,0.28383034,2.8456292,1.7665037,3.3818088
0.3678741,0.38718858,0.58276975,1.4557202,2.2934937,3.8542137,0.7877774,3.7598126,1.7461807,4.3538866,1.9588916,4.4369345
6.8924685,5.1684403,2.7306828,0.7210772,0.6911185,3.54312,0.10208857,5.003072,3.3794622,4.050563,3.2282097,6.160843
4.9531307,0.33220398,3.045647,0.021475155,3.7084303,6.2495027,3.950068,2.7038677,3.2744615,0.21166621,2.8450456,5.4145756
1.6739879,2.2924614,4.3560343,4.446843,4.694059,1.0989578,0.18834972,0.30789152,3.4520254,1.1775873,2.3688197,4.2738023
4.4815903,3.4351451,5.451899,0.44024885,3.7865548,0.33986473,4.977892,0.20308602,4.881065,0.65251297,2.864986,5.2063
3.454835,2.8559756,0.49483556,0.04999274,1.8228676,0.347202,0.5886921,3.084053,5.2686253,0.08937868,1.8056457,3.5681064
3.8790727,6.9705944,2.8875535,2.133737,5.377488,0.8542334,3.570724,1.6529585,2.3244474,2.064769,3.171558,5.6559143
0.9487798,2.523313,2.8685827,4.866795,2.4268365,3.9164329,2.0075536,5.6700087,0.80972767,0.9497789,2.6987808,5.1448708
7.441226,1.6265512,0.44696635,2.2597957,0.044274986,5.5762463,2.8143172,1.9620352,1.3677552,3.1393511,2.667852,5.008117
4.247792,0.4572848,1.117501,3.5813806,2.766069,3.7027984,6.2589254,0.30858207,2.3162282,2.820991,2.7577555,5.418409
0.6257657,2.4058979,0.8088031,0.31533682,2.0406046,0.67562294,4.5850763,1.4210105,2.4207802,4.4096537,1.9708554,4.368796
2.9350743,1.2075235,5.155277,2.8362331,2.8161244,0.21268187,5.2925315,4.7649245,5.4904814,2.7154534,3.3426304,6.8421345
2.7713275,5.427241,2.885285,2.3479638,1.6769245,2.4868689,2.0156167,0.5677814,0.8788002,4.448782,2.550659,4.7485723
0.36840683,2.2879384,1.9889513,3.3551044,2.6564903,4.832569,0.33875036,0.88023925,5.2738066,0.7216829,2.270394,4.508787
3.1935277,3.850532,2.899175,2.1677952,3.275453,7.385621,0.6991552,1.737305,1.3885233,0.8463671,2.7443454,4.8678756
1.7456424,1.3687164,0.8828825,2.0387967,3.4863915,1.0343784,3.2480187,1.9032671,4.926683,3.3055758,2.3940353,5.1472926
0.019202959,0.5480729,2.1503,0.6326166,3.4618359,2.0508034,2.8223462,3.7935343,5.2909427,0.30367678,2.107333,4.558061
1.231234,0.9787017,0.001778884,0.44571167,3.630712,2.8013084,0.48116553,0.2656607,3.3244739,2.2021976,1.5362943,3.2634122
3.518363,1.0486616,1.9113111,0.008697087,1.8118827,0.9400208,1.7617217,1.6982827,0.4039157,1.2311561,1.4334012,2.6023579
6.7543564,3.6580403,1.0000584,0.20510349,2.0364485,0.8569757,2.8729768,2.1274931,0.9152897,1.2454499,2.167219,3.7291234
6.1478047,0.8743532,5.2588954,1.7525036,2.3527055,2.3388581,5.0352364,3.161345,0.74629396,3.7616808,3.1429677,5.937998
2.3341622,3.1813846,2.0251312,3.5250702,1.5894803,2.751491,0.115704924,0.45465812,4.9059806,1.5483302,2.2431395,4.2827773
3.808998,1.6362348,2.4211245,1.8190109,5.232366,0.09169634,3.5866547,2.6119719,2.1469178,3.089931,2.6444907,5.1621275
2.030575,1.7827388,1.8983378,5.8749146,3.345842,3.7880397,4.686432,1.1885979,2.3987107,2.7598524,2.975404,5.8029356
1.5426476,1.8332443,2.53743,0.23267703,5.9180255,6.1102223,6.351913,3.491013,0.74559605,1.5117452,3.0274515,5.96058
3.1164258,0.9329058,5.2209096,0.82988137,4.4434524,3.5507913,0.60811174,2.6990266,1.2820543,2.143495,2.4827056,4.6282463
1.972657,4.1704984,1.3421515,9.369047,2.7182732,0.655743,1.6209435,1.974123,0.25711772,1.372149,2.5452704,4.3800483
0.9870266,1.1950705,1.1301999,0.41072637,0.6526737,1.972611,1.3323101,5.034244,3.335538,2.1139858,1.8164384,4.050081
0.35777882,4.451679,4.042831,0.44257647,2.3772545,1.7334921,1.7984123,0.17211093,1.1104704,0.4129212,1.6899526,2.8883023
0.81823015,4.497514,0.678602,4.3652544,1.1085348,1.7977914,4.947885,1.6865251,7.537917,0.20698589,2.764524,5.6087375
1.0587785,2.041726,5.131914,2.9667368,1.5169076,0.0010231945,4.953703,0.062239498,4.477393,2.3423495,2.4552772,4.8751106
